,credit_score,age,tenure,balance,num_of_products,has_cr_card,is_active_member,estimated_salary,geography_Germany,geography_Spain,gender_Male
1763,717,38,7.0,97459.06,1,0,0,189175.71,0,0,1
6076,687,24,3.0,110495.27,1,1,0,158615.41,0,0,0
1256,733,42,9.0,120094.93,1,1,0,184056.45,0,0,1
6673,729,36,8.0,109106.8,1,0,0,121311.12,0,0,0
9949,850,47,9.0,137301.87,1,1,0,44351.77,0,0,0
775,648,33,7.0,134944.0,1,1,1,117036.38,0,0,1
7682,700,29,8.0,0.0,2,0,1,152097.02,0,1,1
2499,614,37,8.0,75150.34,4,0,1,131766.67,0,0,0
6672,827,35,5.0,0.0,2,0,1,184514.01,0,1,0
699,742,33,0.0,181656.51,1,1,1,107667.91,1,0,1
4516,497,32,8.0,111537.23,4,1,1,9497.99,1,0,0
7130,599,33,2.0,51949.95,2,1,0,85045.92,1,0,1
5306,605,51,9.0,104760.82,1,1,1,165574.54,0,0,0
1773,640,34,1.0,137523.02,1,0,0,24761.36,0,1,1
9883,678,41,2.0,148088.11,1,1,0,14083.12,0,0,1
2323,583,51,6.0,125268.03,2,1,0,165082.25,0,0,1
4298,602,38,5.0,111835.94,2,1,0,124389.61,0,0,1
897,621,40,5.0,0.0,1,1,0,155155.25,0,0,0
4480,655,45,0.0,0.0,2,1,0,166830.71,0,0,0
5893,605,48,10.0,150315.92,1,0,1,133486.36,0,1,0
5644,738,37,8.0,100565.94,1,1,1,128799.86,0,1,0
7539,755,42,2.0,119919.12,1,1,0,156868.21,0,0,1
4000,520,38,5.0,0.0,2,1,0,163185.76,0,0,1
6279,757,55,9.0,117294.12,4,1,0,94187.47,0,1,0
2454,678,51,1.0,145751.03,1,0,0,109718.44,1,0,0
2133,688,32,6.0,123157.95,1,1,0,172531.23,0,0,0
8476,701,51,9.0,0.0,2,0,0,61961.57,0,0,1
6925,659,29,9.0,82916.48,1,1,1,84133.48,1,0,1
8483,433,34,9.0,152806.74,1,1,0,19687.99,0,1,1
8234,766,47,9.0,129289.98,1,1,0,169935.46,1,0,1
8426,514,26,1.0,0.0,2,0,0,121551.93,0,0,1
3807,470,30,3.0,101140.76,1,1,1,50906.65,0,0,1
7721,757,33,1.0,122088.67,1,1,0,42581.09,1,0,1
3042,835,29,10.0,130420.2,2,0,0,106276.55,1,0,0
8349,703,39,1.0,141559.5,1,1,1,31257.1,1,0,1
8713,786,40,6.0,0.0,2,0,0,41248.8,0,1,1
1787,669,25,5.0,157848.53,1,0,0,37543.93,0,0,1
325,716,35,4.0,144428.87,1,1,0,134132.65,0,0,1
4545,477,36,3.0,117700.86,1,0,0,74042.0,1,0,0
6763,718,67,7.0,0.0,3,1,1,82782.08,0,0,0
2328,706,29,2.0,0.0,2,1,1,18255.51,0,1,1
3344,565,33,8.0,130368.31,2,1,0,105642.43,1,0,1
7696,614,39,5.0,125997.22,1,1,1,128049.34,1,0,0
1153,755,45,5.0,135643.0,1,0,0,143619.52,1,0,0
4317,492,28,9.0,0.0,2,1,0,95957.09,0,0,0
9937,700,42,8.0,0.0,2,1,1,105305.72,0,0,0
1368,689,31,5.0,0.0,2,1,1,136610.02,0,1,0
7290,536,39,4.0,0.0,2,1,0,27150.35,0,0,1
741,546,24,8.0,156325.38,1,1,1,125381.02,0,0,1
1151,826,29,5.0,129938.07,1,0,1,190200.53,0,1,0
1051,625,49,2.0,80816.45,1,1,1,20018.79,0,1,0
9596,531,37,7.0,121854.45,1,1,0,147521.35,0,0,1
3436,571,41,5.0,0.0,1,1,1,63736.17,0,0,1
5224,803,43,3.0,0.0,1,1,0,72051.44,0,1,1
9694,581,25,5.0,77886.53,2,1,0,150319.49,0,0,1
8481,729,38,10.0,0.0,2,1,0,189727.12,0,1,0
1047,726,48,4.0,0.0,1,1,0,114020.06,0,0,0
8056,730,33,7.0,130367.87,1,1,0,15142.1,1,0,0
9106,698,52,10.0,107304.39,3,1,0,28806.32,1,0,1
8095,850,36,6.0,143644.16,1,1,0,22102.25,1,0,0
8697,751,37,3.0,99773.85,2,1,0,54865.92,0,1,0
3052,607,35,2.0,0.0,2,1,1,114190.3,0,0,1
1720,805,33,3.0,105663.56,2,0,1,33330.89,1,0,0
5767,579,45,2.0,0.0,2,0,0,11514.39,0,0,0
4823,786,32,6.0,114512.59,1,1,0,15796.66,0,1,0
1862,481,44,9.0,175303.06,1,1,0,65500.53,0,0,1
3915,686,43,2.0,134896.03,1,1,1,97847.05,1,0,1
1939,739,37,7.0,104960.46,1,0,1,80883.82,0,0,1
8130,704,47,5.0,0.0,2,1,1,145338.61,0,0,1
3637,845,52,0.0,0.0,1,1,0,31726.76,0,1,0
18,587,45,6.0,0.0,1,0,0,158684.81,0,1,1
6576,823,37,5.0,164858.18,1,1,1,173516.71,0,0,1
49,776,37,2.0,103769.22,2,1,0,194099.12,1,0,0
7548,584,62,9.0,137727.34,2,0,1,121102.9,1,0,0
7946,473,35,5.0,69617.36,1,1,0,143345.69,0,0,0
7007,639,38,5.0,0.0,2,0,0,93716.38,0,0,0
1726,776,38,5.0,112281.7,1,0,1,89893.6,1,0,1
1724,627,29,5.0,139541.58,2,1,0,80607.33,1,0,1
8943,516,37,8.0,113143.12,1,0,0,3363.36,0,0,0
5367,673,41,5.0,0.0,1,1,1,65657.29,0,0,1
9955,714,29,4.0,0.0,2,1,1,37605.9,0,1,1
7667,797,29,5.0,0.0,1,0,1,149991.32,0,0,1
6475,497,41,5.0,80542.81,1,0,0,88729.22,1,0,1
2824,628,32,9.0,149136.31,2,1,1,16402.11,0,0,1
9361,580,45,2.0,179334.83,2,1,1,169303.65,1,0,1
7393,599,28,7.0,119706.22,1,0,0,31190.42,0,0,1
5715,806,31,9.0,0.0,2,0,1,140168.36,0,0,1
6266,537,33,7.0,136082.0,1,1,0,62746.54,0,1,0
2035,583,44,8.0,0.0,2,1,1,27431.62,0,0,0
4393,775,38,6.0,179886.41,2,0,0,153122.58,1,0,0
5327,850,25,8.0,69385.17,2,1,0,87834.24,1,0,0
8341,516,31,3.0,0.0,2,1,0,124202.26,0,1,0
6974,662,44,8.0,0.0,2,1,1,175314.87,0,0,1
5636,584,33,5.0,0.0,2,0,1,59103.13,0,0,1
9858,507,40,5.0,120105.43,1,1,0,92075.01,1,0,1
174,512,40,5.0,0.0,2,1,1,146457.83,0,0,1
5996,638,62,4.0,108716.59,2,1,1,74241.09,1,0,1
6589,498,45,7.0,109200.74,2,0,1,165990.44,1,0,1
5284,745,51,3.0,99183.9,1,1,1,28922.25,1,0,1
1000,648,42,8.0,121980.56,2,1,0,4027.02,1,0,0
8537,801,46,6.0,0.0,2,1,1,170008.74,0,1,0
1145,546,28,8.0,0.0,1,1,0,159254.29,0,0,1
1019,633,31,1.0,0.0,1,1,0,48606.71,0,0,1
2957,686,41,10.0,0.0,1,1,1,144272.71,0,0,0
4506,597,66,3.0,0.0,1,1,1,70532.53,0,1,0
9115,612,36,5.0,130700.92,2,0,0,77592.8,1,0,0
1643,631,34,4.0,124379.14,1,1,0,106892.91,0,0,0
8657,532,43,5.0,0.0,2,0,0,190573.91,0,0,1
8908,593,32,10.0,158537.42,1,1,0,166850.57,0,1,1
1177,626,21,1.0,0.0,2,1,0,66232.23,0,0,1
3138,756,60,2.0,0.0,1,1,1,166513.49,0,0,1
5326,720,59,6.0,0.0,2,1,1,160849.43,0,1,0
1577,687,21,8.0,0.0,2,1,1,154767.34,0,1,0
3987,633,37,5.0,141546.35,1,1,1,124830.11,0,0,1
3389,420,55,5.0,91893.32,1,1,0,144870.28,0,1,0
1584,671,42,3.0,0.0,2,1,1,128449.33,0,1,0
682,651,41,4.0,133432.59,1,0,1,151303.48,1,0,0
6897,492,48,6.0,127253.98,1,1,1,92144.09,0,0,0
4066,823,44,1.0,0.0,2,0,1,182495.7,0,0,0
4900,735,41,7.0,179904.0,1,1,1,137180.95,0,0,1
9905,645,41,2.0,93925.3,1,1,0,123982.14,1,0,1
7761,627,30,3.0,128770.88,2,1,1,40199.01,1,0,1
822,642,34,8.0,0.0,1,1,0,72085.1,0,1,1
6955,738,35,8.0,127290.61,1,1,0,16081.62,0,1,1
2354,731,35,2.0,127862.93,2,1,0,139083.7,1,0,1
4244,540,64,1.0,91869.69,1,0,1,95421.0,1,0,1
1494,449,52,5.0,0.0,2,0,1,123622.0,0,0,1
6640,681,36,5.0,141952.07,1,1,1,185144.08,0,0,1
9359,645,43,9.0,140121.17,1,1,0,11302.7,1,0,1
6520,686,41,10.0,0.0,1,1,0,133086.45,0,0,0
7653,535,30,5.0,122924.75,1,0,0,62390.59,0,1,0
697,543,57,1.0,106138.33,2,1,1,120657.32,1,0,0
1090,539,34,4.0,91622.42,1,1,1,136603.42,1,0,0
4945,529,31,2.0,164003.05,2,1,1,60993.23,0,0,0
1566,524,37,9.0,127480.58,2,1,0,179634.69,1,0,0
353,670,25,5.0,0.0,2,1,1,78358.94,0,1,1
7633,661,47,0.0,109493.62,1,0,0,188324.01,1,0,0
2929,744,32,4.0,96106.83,1,1,1,79812.77,1,0,1
5792,562,38,5.0,0.0,1,1,0,115700.2,0,0,1
413,693,41,5.0,181461.48,3,1,1,187929.43,1,0,0
1115,479,48,5.0,87070.23,1,0,1,85646.41,0,1,1
673,640,32,6.0,118879.35,2,1,1,19131.71,0,1,0
6643,717,34,1.0,0.0,2,1,0,119313.74,0,1,0
6900,674,41,5.0,126605.14,1,1,1,166694.93,0,1,0
6274,532,52,3.0,110791.97,1,1,0,148704.77,1,0,1
1516,646,37,5.0,96558.66,1,0,0,163427.18,0,0,0
5140,626,29,5.0,105767.28,2,0,0,41104.82,0,0,0
3956,597,60,0.0,78539.84,1,0,1,48502.88,1,0,0
7767,561,49,5.0,102025.32,1,1,0,133051.64,1,0,0
5338,715,34,9.0,102277.52,1,0,0,177852.57,1,0,0
6346,551,50,1.0,121399.98,1,0,1,84508.44,1,0,1
7459,645,29,4.0,0.0,2,1,1,74346.11,0,1,0
9156,504,46,2.0,163764.84,1,1,1,165122.55,0,1,0
9856,763,32,1.0,108465.65,2,1,0,60552.44,1,0,0
1483,850,36,5.0,104077.19,2,0,1,68594.0,0,0,1
3016,797,32,10.0,114084.6,1,0,1,125782.29,0,0,1
4063,689,58,5.0,0.0,2,0,1,49848.86,0,0,0
9628,662,22,9.0,0.0,2,1,1,44377.65,0,0,0
5843,710,21,4.0,109130.96,2,1,1,56191.99,0,0,1
5955,748,39,9.0,132865.56,1,1,1,59636.43,0,0,0
8192,589,36,8.0,114435.47,1,1,0,26955.72,0,0,1
5900,583,27,4.0,0.0,3,1,0,163113.41,0,0,0
9109,681,33,5.0,0.0,1,0,0,158336.36,0,1,1
3693,742,60,4.0,0.0,1,1,1,13161.66,0,0,0
1531,600,28,6.0,0.0,2,0,1,52193.23,0,0,0
9872,588,37,2.0,0.0,2,0,1,187816.59,0,1,1
1239,569,28,7.0,0.0,2,1,0,73977.23,0,0,1
4701,652,27,10.0,107303.72,2,0,0,44435.76,0,0,1
3275,658,25,3.0,0.0,2,0,1,173948.4,0,0,1
7354,733,30,1.0,102452.71,1,1,0,21556.95,1,0,0
5048,707,42,5.0,16893.59,1,1,1,77502.56,0,0,1
7291,599,33,4.0,51690.89,1,1,0,111622.76,0,1,1
3993,696,40,3.0,153639.11,1,1,1,138351.68,0,1,1
3437,700,32,3.0,0.0,1,0,0,95740.37,0,0,0
795,761,36,5.0,108239.11,2,0,0,99444.02,1,0,1
4837,803,28,3.0,0.0,2,1,0,159654.0,0,0,1
6554,520,31,4.0,93249.4,1,1,0,77335.75,0,0,1
7675,640,37,5.0,158024.38,1,1,0,81298.09,0,1,1
5084,774,49,1.0,142767.39,1,1,1,8214.41,0,0,1
713,501,41,3.0,144260.5,1,1,0,172114.67,0,0,0
3884,709,31,6.0,0.0,2,1,1,71009.84,0,0,1
1642,626,62,3.0,0.0,1,1,1,65010.74,0,1,1
8286,632,28,7.0,155519.59,1,1,0,1843.24,0,1,1
417,556,39,9.0,89588.35,1,1,1,94898.1,0,0,0
6305,726,33,7.0,99046.31,2,1,1,56053.06,1,0,0
5513,708,33,8.0,0.0,2,0,1,15246.83,0,0,0
1809,639,50,6.0,115335.32,2,1,1,53130.41,0,0,0
8195,577,59,7.0,111396.97,1,0,1,191070.01,1,0,0
8536,646,43,5.0,143061.88,1,1,0,61937.6,0,0,0
8437,781,29,9.0,0.0,2,0,0,172097.4,0,0,1
2651,850,40,4.0,166082.15,2,0,1,44406.17,1,0,1
8387,699,44,8.0,158697.61,1,1,0,107181.22,0,0,1
3586,826,55,5.0,115285.85,1,1,0,140126.17,0,0,1
1941,452,44,3.0,88915.85,1,1,0,69697.74,0,1,1
1131,500,37,9.0,125822.21,1,1,0,111698.0,0,1,1
6953,574,35,5.0,163856.76,1,1,1,15118.2,1,0,1
1933,666,74,7.0,105102.5,1,1,1,46172.47,1,0,1
7666,494,25,6.0,0.0,2,0,1,109988.09,0,0,1
8373,795,29,4.0,0.0,2,0,0,155711.64,0,1,1
8453,567,41,9.0,137891.35,1,1,0,142009.46,0,0,0
4008,835,45,5.0,100212.13,1,1,0,152577.62,0,1,1
6846,689,40,5.0,154251.67,1,0,1,118319.5,0,1,0
8698,691,30,7.0,101231.77,2,0,0,156529.44,1,0,1
8124,791,33,10.0,130229.71,2,0,0,54019.93,1,0,0
8243,825,29,3.0,148874.01,2,0,1,71192.82,0,0,1
1089,628,51,3.0,123981.31,2,1,1,40546.15,0,0,0
1414,485,30,5.0,156771.68,1,1,1,141148.21,1,0,0
6903,584,41,3.0,88594.93,1,1,0,178997.89,1,0,0
3781,596,27,2.0,151027.56,1,1,0,170320.58,1,0,0
1140,618,37,5.0,96652.86,1,1,0,98686.4,0,0,0
2404,631,37,8.0,138292.64,2,0,0,152422.91,1,0,1
8598,678,49,1.0,0.0,2,1,1,102472.9,0,1,0
5493,680,31,5.0,0.0,2,1,0,36145.53,0,0,1
2528,604,26,8.0,149542.52,2,0,1,197911.52,0,0,1
9992,726,36,2.0,0.0,1,1,0,195192.4,0,1,1
3850,680,34,3.0,143292.95,1,1,0,66526.01,0,0,1
5835,609,37,5.0,129312.79,1,1,1,26793.82,0,1,1
7533,630,51,5.0,108449.23,3,0,0,88372.69,1,0,0
6958,679,33,4.0,96110.22,1,1,0,1173.23,0,1,1
4424,601,47,1.0,142802.02,1,1,1,57553.02,1,0,0
1161,755,41,6.0,104817.41,1,1,0,126013.58,0,0,1
9408,640,55,10.0,132436.34,1,1,0,978.66,0,0,1
3174,577,43,6.0,0.0,2,1,1,149457.81,0,1,1
5609,623,40,4.0,0.0,3,1,0,31669.18,0,1,0
8792,497,34,5.0,0.0,2,1,1,83087.13,0,0,1
9008,475,40,7.0,160818.08,1,0,1,169642.13,0,0,1
2362,709,45,4.0,122917.71,1,1,1,11.58,1,0,1
602,687,72,9.0,0.0,1,0,1,69829.4,0,0,0
857,741,39,7.0,143637.58,2,0,1,174227.66,0,1,1
9593,738,67,1.0,130652.52,1,0,1,22762.23,0,0,0
845,505,49,7.0,80001.23,1,0,0,135180.11,0,0,1
1408,707,32,9.0,0.0,2,0,0,30807.02,0,0,1
8995,573,28,8.0,0.0,2,0,0,77660.03,0,1,1
1879,579,31,9.0,0.0,1,0,1,139048.0,0,0,1
5127,821,38,8.0,0.0,2,0,1,126241.4,0,1,0
5571,684,38,3.0,134168.5,3,1,0,3966.5,0,1,0
4058,557,39,8.0,146200.01,1,1,0,177944.64,0,0,1
4681,708,44,2.0,161887.81,2,1,0,84870.23,0,0,0
2631,629,35,1.0,172170.36,1,1,1,159777.37,0,0,1
8619,750,36,6.0,0.0,2,1,1,59816.41,0,1,0
6514,563,26,7.0,0.0,2,0,0,6139.74,0,1,1
2305,582,29,0.0,0.0,1,1,0,142516.35,0,0,1
5049,784,38,10.0,122267.85,1,0,0,145759.93,0,1,1
4007,648,43,7.0,139972.18,1,1,0,143668.58,0,0,0
4812,672,31,6.0,91125.75,1,1,0,177295.92,0,0,1
7819,613,29,0.0,0.0,2,0,1,133897.32,0,1,1
4926,674,36,6.0,100762.64,1,1,0,182156.86,1,0,0
1598,601,48,8.0,120782.7,1,1,0,63940.68,1,0,0
3799,458,35,5.0,166492.48,1,1,0,135287.74,0,1,0
9015,573,41,5.0,0.0,2,0,1,14479.29,0,1,1
8738,627,43,8.0,71240.3,1,0,1,127734.16,0,0,1
4525,581,43,9.0,78022.61,1,0,1,30662.91,0,1,1
3839,629,40,2.0,121647.54,2,1,1,64849.74,1,0,1
7176,495,39,8.0,120252.02,2,1,1,10160.23,1,0,1
4130,554,39,2.0,129709.62,1,1,0,173197.12,0,0,1
9569,710,30,5.0,0.0,2,1,0,19500.1,0,1,0
3802,615,44,9.0,126104.98,2,0,1,110718.02,1,0,0
7933,782,70,7.0,97072.42,1,0,1,131177.22,0,0,0
2596,833,28,4.0,136674.51,2,0,0,5278.78,0,0,0
8477,556,42,0.0,115915.53,2,0,1,125435.47,1,0,1
4670,637,41,2.0,138014.4,2,1,0,140298.24,1,0,1
1270,724,30,7.0,115315.04,1,1,0,15216.53,1,0,1
6226,762,46,6.0,123571.77,3,0,1,57014.17,1,0,1
5902,694,40,9.0,0.0,2,1,0,40463.03,0,0,1
2945,835,20,4.0,124365.42,1,0,0,180197.74,1,0,1
8905,557,36,3.0,0.0,1,0,1,144078.02,0,0,1
2107,646,42,3.0,99836.47,1,0,1,22909.56,0,1,0
4833,762,32,5.0,191775.65,1,1,0,179657.83,0,0,1
8489,522,41,7.0,0.0,2,0,1,176780.39,0,0,0
3617,792,29,4.0,107601.79,1,1,0,18922.18,1,0,0
6919,782,33,7.0,191523.09,1,1,1,167058.75,0,0,1
1185,756,37,3.0,132623.6,1,1,1,58974.0,0,0,1
9108,772,41,10.0,96032.22,1,1,1,75825.57,0,1,1
3903,643,45,9.0,150840.03,2,1,0,155516.35,0,1,0
2927,632,32,5.0,111589.33,1,1,1,170382.99,0,0,1
1579,618,41,8.0,37702.79,1,1,1,195775.48,1,0,1
6888,618,31,4.0,0.0,2,1,0,29176.04,0,0,0
107,785,36,2.0,99806.85,1,0,1,36976.52,1,0,0
391,752,38,3.0,183102.29,1,1,1,71557.12,1,0,1
8768,761,62,5.0,98854.34,1,0,0,86920.97,1,0,1
6143,779,24,10.0,122200.31,2,1,0,43705.56,1,0,0
6674,654,36,2.0,112262.84,1,1,0,12873.39,0,0,1
7614,749,37,5.0,0.0,2,1,0,20306.79,0,0,1
6262,513,44,1.0,63562.02,2,0,1,52629.73,0,0,1
4840,411,35,2.0,0.0,2,1,1,93825.78,0,0,0
3559,650,64,7.0,142028.36,1,1,0,32275.09,0,0,0
7212,711,25,5.0,190066.54,1,0,0,51345.39,0,0,0
1869,652,33,7.0,128135.99,1,1,0,158437.73,1,0,1
1485,475,46,10.0,0.0,2,0,0,122953.0,0,0,0
3923,764,41,7.0,0.0,2,0,0,134878.34,0,0,1
8169,635,27,3.0,127009.83,1,1,0,161909.95,0,0,1
7110,679,28,9.0,0.0,2,0,1,61761.77,0,1,0
7576,676,27,4.0,0.0,1,0,1,107955.67,0,1,1
7249,628,25,7.0,0.0,2,1,1,195977.75,0,0,1
1571,594,23,5.0,156267.59,1,1,0,160968.44,0,0,1
112,562,42,2.0,100238.35,1,0,0,86797.41,0,0,1
6476,739,40,5.0,0.0,2,0,0,173321.65,0,0,1
1056,675,33,3.0,0.0,2,1,0,45348.08,0,1,1
9652,480,40,5.0,0.0,1,1,0,170332.67,0,0,0
4169,513,42,10.0,0.0,2,0,1,73151.25,0,1,0
4076,672,50,1.0,0.0,1,1,0,12106.82,0,0,0
3794,496,32,4.0,127845.83,1,1,0,66469.2,0,0,1
7229,716,29,6.0,0.0,2,1,1,98998.61,0,0,0
7880,744,38,9.0,0.0,2,0,0,20940.76,0,0,0
5797,699,37,10.0,0.0,2,0,0,83263.04,0,0,1
7072,686,37,9.0,134560.62,1,1,0,27596.39,0,0,1
3431,468,36,3.0,61636.97,1,0,0,107787.42,0,0,1
2453,783,59,9.0,126224.87,1,1,1,4423.63,0,1,0
6379,679,37,7.0,74260.03,1,1,0,194617.98,0,0,1
6301,766,45,6.0,97652.96,1,1,0,127332.33,1,0,0
7195,675,33,6.0,0.0,2,1,0,34045.61,0,0,0
694,796,45,2.0,109730.22,1,1,1,123882.73,0,0,0
9757,501,35,6.0,99760.84,1,1,1,13591.52,0,0,1
8052,623,34,9.0,0.0,1,1,0,24255.21,0,0,0
2691,721,37,5.0,0.0,2,1,0,70810.8,0,0,0
6659,668,39,4.0,79896.0,1,1,0,38466.39,1,0,1
2228,644,37,8.0,0.0,2,1,0,20968.88,0,0,0
7528,578,46,5.0,113226.47,1,1,0,56770.76,0,0,1
7473,609,32,4.0,99883.16,1,1,1,120594.85,0,1,1
579,701,39,2.0,0.0,2,1,1,82526.92,0,0,1
9817,690,30,5.0,0.0,2,0,1,78700.03,0,1,0
7241,521,37,5.0,105843.26,2,1,1,84908.2,0,0,1
7730,635,43,10.0,122198.21,2,0,1,179144.54,0,0,1
773,767,36,3.0,139180.2,1,0,0,123880.19,0,0,1
4580,478,32,6.0,71187.24,1,1,1,110593.62,0,0,0
3894,595,37,2.0,157084.99,1,1,0,134767.13,0,1,1
2410,596,33,1.0,138162.81,1,1,0,85412.54,0,0,0
4105,815,28,6.0,0.0,2,0,1,185547.71,0,1,1
5490,655,78,2.0,0.0,2,0,1,188435.38,0,1,0
250,771,36,5.0,77846.9,1,0,0,99805.99,1,0,0
6764,570,37,6.0,0.0,1,1,1,187758.5,0,0,1
2761,646,50,6.0,145295.31,2,1,1,27814.74,1,0,1
1176,726,34,9.0,0.0,2,0,0,14121.61,0,0,1
3375,777,58,4.0,0.0,1,1,1,62449.07,0,0,0
544,504,49,7.0,0.0,3,0,1,87822.14,0,0,0
9328,540,35,7.0,128369.75,2,1,0,198256.15,1,0,0
3902,591,40,1.0,86376.29,1,0,1,136767.16,0,1,0
2260,576,55,9.0,0.0,2,1,1,94450.97,0,0,1
7513,718,29,2.0,0.0,1,1,0,126336.72,0,0,1
3312,664,31,7.0,104158.84,1,1,0,134169.85,0,0,0
9690,846,34,10.0,142388.61,2,0,1,68393.64,0,0,0
9334,641,25,10.0,0.0,2,1,1,180808.39,0,1,1
7248,605,57,2.0,0.0,3,1,0,66652.75,0,1,0
5829,559,32,9.0,145303.52,1,1,0,103560.98,0,0,1
2681,673,36,5.0,73088.06,2,0,0,196142.26,1,0,1
7704,786,34,9.0,0.0,2,1,0,117034.32,0,1,0
6013,548,37,5.0,0.0,1,1,0,121763.68,0,1,1
1422,696,41,9.0,127523.75,1,0,1,191417.42,0,1,1
8393,769,60,9.0,148846.39,1,1,0,192831.67,1,0,1
8884,686,38,2.0,93569.86,3,0,0,10137.34,1,0,0
5320,525,36,3.0,77910.23,1,1,0,67238.01,0,1,1
1035,678,30,0.0,0.0,1,1,0,35113.08,0,1,1
2600,680,24,10.0,0.0,3,1,0,154971.63,0,0,0
4487,696,31,3.0,150604.52,1,0,0,5566.6,1,0,1
9671,649,78,4.0,68345.86,2,1,1,142566.75,1,0,1
5658,747,41,9.0,0.0,1,1,0,32430.94,0,1,1
4712,474,54,3.0,0.0,1,1,0,108409.17,0,0,1
4957,752,39,3.0,0.0,1,1,0,188187.05,0,0,1
5868,713,46,5.0,0.0,1,1,1,55701.62,0,0,1
1449,594,26,5.0,135067.52,2,0,0,131211.86,1,0,0
4013,720,57,1.0,162082.31,4,0,0,27145.73,1,0,0
9528,739,34,9.0,0.0,1,1,0,60584.33,0,0,1
3030,676,20,1.0,80569.73,1,0,0,68621.98,0,0,1
1058,640,33,8.0,81677.22,2,0,0,34925.56,1,0,1
1208,697,47,6.0,128252.66,1,1,1,168053.4,0,0,0
9189,607,32,9.0,144272.07,2,1,0,176580.63,1,0,1
8436,834,40,5.0,0.0,2,0,0,45038.74,0,1,1
4648,689,57,4.0,0.0,2,1,0,136649.8,0,1,0
9430,753,33,5.0,122568.05,2,1,1,82820.85,0,0,1
124,625,28,3.0,0.0,1,0,0,183646.41,0,0,0
3020,571,38,6.0,107193.82,2,0,0,38962.94,0,0,0
4191,679,36,1.0,97234.58,1,1,0,188997.08,0,0,1
3571,664,36,6.0,71142.77,2,1,0,122433.09,1,0,1
7857,850,27,6.0,96654.72,2,0,0,152740.16,0,0,1
9486,753,32,6.0,177729.13,1,1,1,161642.08,0,0,1
3778,579,59,5.0,148021.12,1,1,1,74878.22,0,1,0
7621,661,39,5.0,0.0,2,0,0,181461.46,0,0,1
5550,733,44,6.0,168165.84,1,0,1,197193.49,0,0,0
2674,804,25,7.0,108396.67,1,1,0,128276.95,0,0,1
3660,494,27,2.0,0.0,2,1,0,22404.64,0,1,1
1669,567,37,7.0,0.0,2,1,1,28690.9,0,0,0
5883,495,38,2.0,63093.01,1,1,1,47089.72,0,0,0
4891,765,34,5.0,86055.17,2,1,1,104220.5,1,0,1
2518,758,50,2.0,95813.76,3,1,1,67944.09,0,0,0
7628,850,28,8.0,99986.98,1,1,0,196582.55,0,0,1
9621,718,33,4.0,70541.06,1,0,0,88592.8,1,0,0
5524,641,53,0.0,123835.52,2,0,1,160110.65,0,0,0
5606,492,52,8.0,125396.24,1,1,0,10014.72,1,0,0
9150,717,28,4.0,128206.79,1,1,1,54272.12,0,0,1
581,607,33,2.0,108431.87,2,0,1,109291.39,0,1,0
2822,569,34,5.0,0.0,1,1,0,133997.53,0,1,0
3292,496,41,1.0,176024.05,2,1,0,182337.98,0,0,0
4101,673,57,4.0,0.0,2,1,1,49684.09,0,1,0
3636,663,31,4.0,103430.11,2,0,1,36479.27,0,1,1
2235,648,56,6.0,157559.59,2,1,0,140991.23,0,1,0
5029,709,38,5.0,0.0,2,1,1,81452.29,0,0,1
5353,592,35,6.0,80285.16,1,1,0,72678.75,0,1,1
4179,716,33,2.0,0.0,2,1,1,92916.53,0,1,1
224,671,45,6.0,99564.22,1,1,1,108872.45,1,0,1
5026,626,44,10.0,0.0,2,0,0,164287.86,0,0,1
4356,641,42,7.0,125437.14,2,0,0,164128.58,0,0,0
8474,721,33,4.0,72535.45,1,1,1,103931.49,0,1,0
7030,574,33,8.0,100267.03,1,1,0,103006.27,0,0,1
1389,627,55,5.0,159441.27,1,1,0,100686.11,0,0,0
3066,503,28,5.0,0.0,2,1,0,125918.17,0,0,0
7250,604,28,6.0,0.0,2,1,1,69056.26,0,1,0
8771,681,31,4.0,97338.19,2,0,0,48226.76,1,0,1
5570,569,35,2.0,109196.66,3,1,0,109393.19,1,0,1
1719,760,57,1.0,0.0,2,1,1,25101.17,0,1,0
2222,711,43,2.0,39043.29,2,1,1,175423.69,1,0,1
3517,771,18,1.0,0.0,2,0,0,41542.95,0,1,1
4277,775,51,2.0,123783.25,1,1,1,134901.57,1,0,1
4935,505,43,6.0,127146.68,1,0,0,137565.87,1,0,1
3958,633,43,5.0,0.0,2,1,1,48249.88,0,0,1
9232,618,49,9.0,44301.43,3,1,1,89729.3,0,0,0
612,605,64,2.0,129555.7,1,1,1,13601.79,0,0,0
2626,568,29,2.0,129177.01,2,0,1,104617.99,1,0,0
6524,651,35,1.0,163700.78,3,1,1,29583.48,1,0,0
4262,515,41,8.0,0.0,2,1,1,185054.14,0,0,1
9772,660,30,1.0,84440.1,2,1,1,60485.98,1,0,1
9986,673,47,1.0,183579.54,2,0,1,34047.54,1,0,1
1257,628,38,3.0,0.0,2,1,1,48924.73,0,0,0
2954,538,33,5.0,0.0,2,1,0,126962.41,0,0,0
1915,503,25,7.0,0.0,1,0,1,192841.13,0,1,1
4747,663,64,6.0,0.0,2,0,1,15876.52,0,1,1
1146,614,30,3.0,131344.52,2,1,0,54776.64,1,0,0
1438,504,56,9.0,104217.3,1,0,0,55857.48,1,0,1
401,593,38,4.0,129499.42,1,1,1,154071.27,1,0,0
